status,order,personid,starter,oncourt,played,statistics_assists,statistics_blocks,statistics_blocksreceived,statistics_fieldgoalsattempted,statistics_fieldgoalsmade,statistics_foulsoffensive,statistics_foulsdrawn,statistics_foulspersonal,statistics_foulstechnical,statistics_freethrowsattempted,statistics_freethrowsmade,statistics_minus,statistics_minutes,statistics_minutescalculated,statistics_plus,statistics_plusminuspoints,statistics_points,statistics_pointsfastbreak,statistics_pointsinthepaint,statistics_pointssecondchance,statistics_reboundsdefensive,statistics_reboundsoffensive,statistics_reboundstotal,statistics_steals,statistics_threepointersattempted,statistics_threepointersmade,statistics_turnovers,statistics_twopointersattempted,statistics_twopointersmade,game_id
ACTIVE,10,203957,0,0,1,1,0,0,1,1,0,0,0,0,0,0,23,PT10M30.00S,PT11M,27,4,3,0,0,0,1,0,1,0,1,1,1,0,0,0042300402
ACTIVE,11,203501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,12,1630639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,13,202693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,14,203939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,15,1641765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,1,1627759,1,1,1,7,0,1,15,8,0,2,3,0,4,4,94,PT42M25.00S,PT43M,91,-3,21,4,14,0,2,2,4,3,5,1,6,10,7,0042300402
ACTIVE,2,1628369,1,1,1,12,0,1,22,6,0,8,2,0,6,5,90,PT45M09.00S,PT45M,96,6,18,0,10,3,8,1,9,1,7,1,3,15,5,0042300402
ACTIVE,3,201143,1,1,1,2,0,0,4,2,0,0,2,0,0,0,60,PT28M06.09S,PT28M,61,1,5,2,2,0,7,0,7,1,3,1,0,1,1,0042300402
ACTIVE,4,1628401,1,1,1,2,2,1,15,6,0,1,2,0,2,2,73,PT38M05.00S,PT38M,81,8,18,2,0,3,3,2,5,3,10,4,1,5,2,0042300402
ACTIVE,5,201950,1,1,1,3,1,0,14,11,0,2,3,0,2,2,80,PT40M41.97S,PT41M,86,6,26,7,18,2,7,4,11,1,4,2,0,10,9,0042300402
ACTIVE,6,204001,0,0,1,1,2,0,7,4,0,3,2,0,4,4,44,PT23M13.91S,PT23M,56,12,12,0,2,2,4,0,4,0,3,0,0,4,4,0042300402
ACTIVE,7,1630573,0,0,1,0,0,0,5,0,0,1,1,0,2,2,26,PT10M18.00S,PT10M,27,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0042300402
ACTIVE,8,1630202,0,0,1,2,0,0,2,1,0,0,0,0,0,0,23,PT12M01.03S,PT12M,27,4,3,0,0,0,0,1,1,1,2,1,0,0,0,0042300402
ACTIVE,9,1629052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,10,1628436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,11,1629004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,12,1629674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,13,1630531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,14,1630214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,15,1641775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,1,1627884,1,1,1,2,1,0,7,4,0,2,2,0,3,3,67,PT32M07.09S,PT32M,62,-5,11,3,8,0,1,2,3,1,3,0,1,4,4,0042300402
ACTIVE,2,1629023,1,1,1,1,1,1,13,6,0,2,3,0,4,4,83,PT39M57.97S,PT40M,85,2,17,2,10,2,5,2,7,0,5,1,1,8,5,0042300402
ACTIVE,3,1629655,1,0,1,0,1,1,9,6,0,4,0,0,4,1,53,PT22M43.00S,PT23M,53,0,13,2,12,1,7,2,9,0,0,0,0,9,6,0042300402
ACTIVE,4,202681,1,1,1,6,0,1,18,7,0,1,4,0,2,2,94,PT41M26.99S,PT41M,91,-3,16,0,10,4,2,0,2,0,3,0,2,15,7,0042300402
ACTIVE,5,1629029,1,1,1,11,0,0,21,12,0,4,1,0,8,4,89,PT42M17.91S,PT42M,86,-3,32,0,10,4,11,0,11,4,9,4,8,12,8,0042300402
ACTIVE,6,1641726,0,0,1,0,0,1,3,1,1,1,1,0,0,0,44,PT19M01.00S,PT19M,29,-15,2,0,2,0,4,3,7,0,0,0,2,3,1,0042300402
ACTIVE,7,1628467,0,1,1,0,0,1,4,0,0,0,4,0,0,0,32,PT16M17.00S,PT16M,33,1,0,0,0,0,2,0,2,0,2,0,0,2,0,0042300402
ACTIVE,8,1630182,0,0,1,0,0,0,4,1,0,1,2,0,3,2,34,PT13M40.03S,PT14M,24,-10,4,0,2,2,1,0,1,0,3,0,0,1,1,0042300402
ACTIVE,9,1630702,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,PT01M59.01S,PT02M,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,10,203957,0,0,1,1,0,0,1,1,0,0,0,0,0,0,23,PT10M30.00S,PT11M,27,4,3,0,0,0,1,0,1,0,1,1,1,0,0,0042300402
ACTIVE,11,203501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,12,1630639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,13,202693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,14,203939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,15,1641765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300402
ACTIVE,1,1627759,1,0,1,2,3,0,12,7,1,6,3,0,11,6,71,PT37M14.00S,PT37M,83,12,22,2,10,2,5,1,6,3,6,2,2,6,5,0042300401
ACTIVE,2,1628369,1,0,1,5,1,1,16,6,0,3,1,0,2,1,75,PT42M09.00S,PT42M,94,19,16,0,4,0,9,2,11,0,7,3,6,9,3,0042300401
ACTIVE,3,201143,1,0,1,3,2,0,8,4,0,0,0,0,0,0,56,PT29M48.00S,PT30M,63,7,10,0,4,2,5,2,7,0,5,2,0,3,2,0042300401
ACTIVE,4,1628401,1,0,1,5,0,0,11,5,0,2,3,0,2,2,68,PT35M10.00S,PT35M,71,3,15,2,4,2,1,1,2,1,8,3,2,3,2,0042300401
ACTIVE,5,201950,1,0,1,5,0,0,9,4,0,3,3,0,2,2,64,PT34M54.00S,PT35M,84,20,12,0,4,0,6,2,8,1,5,2,0,4,2,0042300401
ACTIVE,6,204001,0,0,1,0,3,0,13,8,0,2,1,0,2,2,34,PT20M34.00S,PT21M,47,13,20,3,8,2,6,0,6,0,4,2,1,9,6,0042300401
ACTIVE,7,1630573,0,1,1,1,0,0,4,3,0,0,2,0,0,0,25,PT16M02.00S,PT16M,42,17,8,3,0,0,4,0,4,0,2,2,0,2,1,0042300401
ACTIVE,8,1630202,0,1,1,2,0,0,7,0,0,0,2,0,0,0,29,PT15M30.00S,PT15M,33,4,0,0,0,0,1,1,2,0,5,0,1,2,0,0042300401
ACTIVE,9,1628436,0,1,1,0,0,0,1,1,0,0,1,0,0,0,9,PT03M19.00S,PT03M,6,-3,2,0,2,2,0,1,1,1,0,0,0,1,1,0042300401
ACTIVE,10,1629052,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,PT02M40.00S,PT03M,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,11,1629004,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,PT02M40.00S,PT03M,6,-1,2,0,2,0,0,0,0,0,0,0,0,1,1,0042300401
ACTIVE,12,1629674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,13,1630531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,14,1630214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,15,1641775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,1,1627884,1,0,1,0,0,4,9,2,0,0,1,0,0,0,67,PT28M47.00S,PT29M,55,-12,5,0,2,0,4,2,6,1,2,1,0,7,1,0042300401
ACTIVE,2,1629023,1,0,1,1,0,0,11,5,0,4,3,0,6,4,81,PT36M07.00S,PT36M,66,-15,14,2,10,8,5,3,8,0,3,0,0,8,5,0042300401
ACTIVE,3,1629655,1,0,1,1,0,0,3,3,0,1,0,0,2,2,37,PT14M19.00S,PT14M,27,-10,8,0,6,6,0,3,3,1,0,0,0,3,3,0042300401
ACTIVE,4,202681,1,0,1,2,0,3,19,6,0,1,2,0,0,0,91,PT36M29.94S,PT37M,72,-19,12,2,6,2,3,0,3,2,5,0,3,14,6,0042300401
ACTIVE,5,1629029,1,0,1,1,0,1,26,12,0,6,1,0,5,2,81,PT38M14.00S,PT38M,71,-10,30,0,14,0,10,0,10,2,12,4,4,14,8,0042300401
ACTIVE,6,1641726,0,0,1,1,0,0,1,1,0,2,5,0,2,0,43,PT18M29.00S,PT18M,28,-15,2,0,2,0,4,1,5,1,0,0,2,1,1,0042300401
ACTIVE,7,1630702,0,1,1,1,0,0,8,4,0,2,1,0,4,4,22,PT10M41.00S,PT11M,19,-3,13,2,4,0,3,0,3,0,3,1,0,5,3,0042300401
ACTIVE,8,1630182,0,1,1,0,0,1,4,1,0,0,0,0,0,0,39,PT20M16.06S,PT20M,34,-5,3,0,0,0,2,1,3,0,1,1,0,3,0,0042300401
ACTIVE,9,1628467,0,0,1,1,1,0,1,1,1,0,2,0,0,0,44,PT18M40.00S,PT19M,29,-15,2,0,2,0,0,0,0,0,0,0,1,1,1,0042300401
ACTIVE,10,203501,0,1,1,0,0,0,2,0,0,0,0,0,0,0,16,PT07M42.00S,PT08M,16,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0042300401
ACTIVE,11,203957,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,PT05M17.00S,PT05M,14,7,0,0,0,0,2,0,2,0,0,0,1,0,0,0042300401
ACTIVE,12,203939,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7,PT04M58.00S,PT05M,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,13,1630639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,14,202693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,15,1641765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,1,1627759,1,0,1,2,3,0,12,7,1,6,3,0,11,6,71,PT37M14.00S,PT37M,83,12,22,2,10,2,5,1,6,3,6,2,2,6,5,0042300401
ACTIVE,2,1628369,1,0,1,5,1,1,16,6,0,3,1,0,2,1,75,PT42M09.00S,PT42M,94,19,16,0,4,0,9,2,11,0,7,3,6,9,3,0042300401
ACTIVE,3,201143,1,0,1,3,2,0,8,4,0,0,0,0,0,0,56,PT29M48.00S,PT30M,63,7,10,0,4,2,5,2,7,0,5,2,0,3,2,0042300401
ACTIVE,4,1628401,1,0,1,5,0,0,11,5,0,2,3,0,2,2,68,PT35M10.00S,PT35M,71,3,15,2,4,2,1,1,2,1,8,3,2,3,2,0042300401
ACTIVE,5,201950,1,0,1,5,0,0,9,4,0,3,3,0,2,2,64,PT34M54.00S,PT35M,84,20,12,0,4,0,6,2,8,1,5,2,0,4,2,0042300401
ACTIVE,6,204001,0,0,1,0,3,0,13,8,0,2,1,0,2,2,34,PT20M34.00S,PT21M,47,13,20,3,8,2,6,0,6,0,4,2,1,9,6,0042300401
ACTIVE,7,1630573,0,1,1,1,0,0,4,3,0,0,2,0,0,0,25,PT16M02.00S,PT16M,42,17,8,3,0,0,4,0,4,0,2,2,0,2,1,0042300401
ACTIVE,8,1630202,0,1,1,2,0,0,7,0,0,0,2,0,0,0,29,PT15M30.00S,PT15M,33,4,0,0,0,0,1,1,2,0,5,0,1,2,0,0042300401
ACTIVE,9,1628436,0,1,1,0,0,0,1,1,0,0,1,0,0,0,9,PT03M19.00S,PT03M,6,-3,2,0,2,2,0,1,1,1,0,0,0,1,1,0042300401
ACTIVE,10,1629052,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,PT02M40.00S,PT03M,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,11,1629004,0,1,1,0,0,0,1,1,0,0,0,0,0,0,7,PT02M40.00S,PT03M,6,-1,2,0,2,0,0,0,0,0,0,0,0,1,1,0042300401
ACTIVE,12,1629674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,13,1630531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,14,1630214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,15,1641775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,1,1627884,1,0,1,0,0,4,9,2,0,0,1,0,0,0,67,PT28M47.00S,PT29M,55,-12,5,0,2,0,4,2,6,1,2,1,0,7,1,0042300401
ACTIVE,2,1629023,1,0,1,1,0,0,11,5,0,4,3,0,6,4,81,PT36M07.00S,PT36M,66,-15,14,2,10,8,5,3,8,0,3,0,0,8,5,0042300401
ACTIVE,3,1629655,1,0,1,1,0,0,3,3,0,1,0,0,2,2,37,PT14M19.00S,PT14M,27,-10,8,0,6,6,0,3,3,1,0,0,0,3,3,0042300401
ACTIVE,4,202681,1,0,1,2,0,3,19,6,0,1,2,0,0,0,91,PT36M29.94S,PT37M,72,-19,12,2,6,2,3,0,3,2,5,0,3,14,6,0042300401
ACTIVE,5,1629029,1,0,1,1,0,1,26,12,0,6,1,0,5,2,81,PT38M14.00S,PT38M,71,-10,30,0,14,0,10,0,10,2,12,4,4,14,8,0042300401
ACTIVE,6,1641726,0,0,1,1,0,0,1,1,0,2,5,0,2,0,43,PT18M29.00S,PT18M,28,-15,2,0,2,0,4,1,5,1,0,0,2,1,1,0042300401
ACTIVE,7,1630702,0,1,1,1,0,0,8,4,0,2,1,0,4,4,22,PT10M41.00S,PT11M,19,-3,13,2,4,0,3,0,3,0,3,1,0,5,3,0042300401
ACTIVE,8,1630182,0,1,1,0,0,1,4,1,0,0,0,0,0,0,39,PT20M16.06S,PT20M,34,-5,3,0,0,0,2,1,3,0,1,1,0,3,0,0042300401
ACTIVE,9,1628467,0,0,1,1,1,0,1,1,1,0,2,0,0,0,44,PT18M40.00S,PT19M,29,-15,2,0,2,0,0,0,0,0,0,0,1,1,1,0042300401
ACTIVE,10,203501,0,1,1,0,0,0,2,0,0,0,0,0,0,0,16,PT07M42.00S,PT08M,16,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0042300401
ACTIVE,11,203957,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,PT05M17.00S,PT05M,14,7,0,0,0,0,2,0,2,0,0,0,1,0,0,0042300401
ACTIVE,12,203939,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7,PT04M58.00S,PT05M,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,13,1630639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,14,202693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,15,1641765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0042300401
ACTIVE,1,1631099,1,1,1,2,0,0,4,2,0,0,0,0,0,0,34,PT11M19.00S,PT11M,32,-2,5,3,2,0,2,1,3,0,3,1,0,1,1,0032300004
ACTIVE,2,1631094,1,1,1,2,0,0,7,2,0,1,1,0,2,1,31,PT11M18.00S,PT11M,30,-1,5,2,4,0,3,0,3,0,4,0,1,3,2,0032300004
ACTIVE,3,1631105,1,0,1,0,0,0,4,1,0,0,0,0,0,0,21,PT07M54.00S,PT08M,22,1,2,2,2,0,1,0,1,1,1,0,0,3,1,0032300004
ACTIVE,4,1631093,1,1,1,1,0,0,7,4,0,0,2,0,0,0,25,PT09M17.00S,PT09M,27,2,8,6,8,0,2,1,3,4,1,0,1,6,4,0032300004
ACTIVE,5,1630703,1,1,1,1,0,0,6,4,0,1,0,0,1,1,31,PT11M22.00S,PT11M,33,2,10,0,4,0,0,0,0,0,2,1,1,4,3,0032300004
ACTIVE,6,1641718,0,1,1,0,1,0,4,1,0,1,0,0,0,0,29,PT07M42.00S,PT08M,17,-12,2,0,2,0,0,1,1,1,3,0,0,1,1,0032300004
ACTIVE,7,1631246,0,0,1,2,0,0,2,1,0,0,0,0,0,0,29,PT07M48.00S,PT08M,14,-15,3,0,0,0,0,0,0,1,2,1,0,0,0,0032300004
ACTIVE,8,1630700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300004
ACTIVE,1,1631110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,PT06M17.00S,PT06M,15,-2,0,0,0,0,2,0,2,0,0,0,0,0,0,0032300004
ACTIVE,2,1631096,1,1,1,1,0,0,4,2,0,1,0,0,2,1,27,PT09M55.00S,PT10M,27,0,5,0,4,0,3,0,3,0,0,0,5,4,2,0032300004
ACTIVE,3,1631117,1,1,1,1,0,0,1,1,1,0,2,0,0,0,28,PT09M45.00S,PT10M,25,-3,2,2,2,0,2,0,2,0,0,0,1,1,1,0032300004
ACTIVE,4,1631097,1,1,1,0,0,1,13,7,0,2,0,0,5,2,35,PT13M20.00S,PT13M,40,5,18,4,8,2,1,1,2,0,4,2,1,9,5,0032300004
ACTIVE,5,1631114,1,1,1,3,0,0,1,1,0,0,0,0,0,0,27,PT09M55.00S,PT10M,27,0,2,0,0,0,2,1,3,1,0,0,2,1,1,0032300004
ACTIVE,6,1641726,0,0,1,0,0,0,3,3,0,0,0,0,0,0,15,PT07M00.00S,PT07M,28,13,6,2,6,2,1,1,2,0,0,0,0,3,3,0032300004
ACTIVE,7,1641722,0,1,1,2,0,0,5,3,0,0,1,0,0,0,26,PT10M28.00S,PT10M,38,12,7,5,4,0,5,0,5,0,2,1,0,3,2,0032300004
ACTIVE,8,1631101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300004
ACTIVE,1,1631099,1,1,1,2,0,0,4,2,0,0,0,0,0,0,34,PT11M19.00S,PT11M,32,-2,5,3,2,0,2,1,3,0,3,1,0,1,1,0032300004
ACTIVE,2,1631094,1,1,1,2,0,0,7,2,0,1,1,0,2,1,31,PT11M18.00S,PT11M,30,-1,5,2,4,0,3,0,3,0,4,0,1,3,2,0032300004
ACTIVE,3,1631105,1,0,1,0,0,0,4,1,0,0,0,0,0,0,21,PT07M54.00S,PT08M,22,1,2,2,2,0,1,0,1,1,1,0,0,3,1,0032300004
ACTIVE,4,1631093,1,1,1,1,0,0,7,4,0,0,2,0,0,0,25,PT09M17.00S,PT09M,27,2,8,6,8,0,2,1,3,4,1,0,1,6,4,0032300004
ACTIVE,5,1630703,1,1,1,1,0,0,6,4,0,1,0,0,1,1,31,PT11M22.00S,PT11M,33,2,10,0,4,0,0,0,0,0,2,1,1,4,3,0032300004
ACTIVE,6,1641718,0,1,1,0,1,0,4,1,0,1,0,0,0,0,29,PT07M42.00S,PT08M,17,-12,2,0,2,0,0,1,1,1,3,0,0,1,1,0032300004
ACTIVE,7,1631246,0,0,1,2,0,0,2,1,0,0,0,0,0,0,29,PT07M48.00S,PT08M,14,-15,3,0,0,0,0,0,0,1,2,1,0,0,0,0032300004
ACTIVE,8,1630700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300004
ACTIVE,1,1631110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,PT06M17.00S,PT06M,15,-2,0,0,0,0,2,0,2,0,0,0,0,0,0,0032300004
ACTIVE,2,1631096,1,1,1,1,0,0,4,2,0,1,0,0,2,1,27,PT09M55.00S,PT10M,27,0,5,0,4,0,3,0,3,0,0,0,5,4,2,0032300004
ACTIVE,3,1631117,1,1,1,1,0,0,1,1,1,0,2,0,0,0,28,PT09M45.00S,PT10M,25,-3,2,2,2,0,2,0,2,0,0,0,1,1,1,0032300004
ACTIVE,4,1631097,1,1,1,0,0,1,13,7,0,2,0,0,5,2,35,PT13M20.00S,PT13M,40,5,18,4,8,2,1,1,2,0,4,2,1,9,5,0032300004
ACTIVE,5,1631114,1,1,1,3,0,0,1,1,0,0,0,0,0,0,27,PT09M55.00S,PT10M,27,0,2,0,0,0,2,1,3,1,0,0,2,1,1,0032300004
ACTIVE,6,1641726,0,0,1,0,0,0,3,3,0,0,0,0,0,0,15,PT07M00.00S,PT07M,28,13,6,2,6,2,1,1,2,0,0,0,0,3,3,0032300004
ACTIVE,7,1641722,0,1,1,2,0,0,5,3,0,0,1,0,0,0,26,PT10M28.00S,PT10M,38,12,7,5,4,0,5,0,5,0,2,1,0,3,2,0032300004
ACTIVE,8,1631101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300004
ACTIVE,1,1631110,1,0,1,0,0,1,2,0,0,0,0,0,0,0,4,PT03M27.00S,PT03M,10,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0032300006
ACTIVE,2,1631096,1,1,1,0,1,0,0,0,0,1,0,0,2,2,13,PT07M05.00S,PT07M,26,13,2,0,0,0,2,0,2,1,0,0,1,0,0,0032300006
ACTIVE,3,1631117,1,0,1,0,0,0,2,2,0,0,0,0,0,0,4,PT03M27.00S,PT03M,10,6,4,0,4,0,0,1,1,0,0,0,0,2,2,0032300006
ACTIVE,4,1631097,1,1,1,2,0,0,3,1,0,1,0,0,2,2,13,PT07M05.00S,PT07M,26,13,4,0,2,2,0,0,0,1,1,0,0,2,1,0032300006
ACTIVE,5,1631114,1,1,1,3,0,0,3,2,0,0,0,0,0,0,13,PT07M05.00S,PT07M,26,13,5,0,2,2,2,0,2,1,2,1,1,1,1,0032300006
ACTIVE,6,1641726,0,1,1,1,0,0,3,3,0,0,0,0,0,0,9,PT03M38.00S,PT04M,16,7,6,0,6,0,0,0,0,0,0,0,0,3,3,0032300006
ACTIVE,7,1641722,0,1,1,2,0,0,2,2,0,0,0,0,0,0,9,PT03M38.00S,PT04M,16,7,5,3,0,0,0,1,1,0,1,1,0,1,1,0032300006
ACTIVE,8,1631101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300006
ACTIVE,1,1641734,1,0,1,1,0,0,3,1,0,0,1,0,0,0,20,PT06M21.00S,PT06M,13,-7,2,0,2,2,1,1,2,0,2,0,0,1,1,0032300006
ACTIVE,2,1641824,1,0,1,0,0,1,3,0,0,0,1,0,0,0,10,PT03M27.00S,PT03M,4,-6,0,0,0,0,0,0,0,1,1,0,1,2,0,0032300006
ACTIVE,3,1631131,1,1,1,1,0,0,5,4,0,0,0,0,0,0,26,PT07M05.00S,PT07M,13,-13,8,0,8,2,0,2,2,0,1,0,0,4,4,0032300006
ACTIVE,4,1631214,1,1,1,0,1,0,2,1,0,0,0,0,0,0,26,PT07M05.00S,PT07M,13,-13,3,0,0,0,1,0,1,0,1,1,3,1,0,0032300006
ACTIVE,5,1630644,1,1,1,3,0,0,1,0,0,0,0,0,0,0,26,PT07M05.00S,PT07M,13,-13,0,0,0,0,0,0,0,0,1,0,1,0,0,0032300006
ACTIVE,6,1641890,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,PT03M38.00S,PT04M,9,-7,0,0,0,0,0,0,0,0,1,0,0,0,0,0032300006
ACTIVE,7,1641891,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,PT00M44.00S,PT01M,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300006
ACTIVE,8,1641842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PT00M00.00S,PT00M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0032300006
ACTIVE,1,1631110,1,0,1,0,0,1,2,0,0,0,0,0,0,0,4,PT03M27.00S,PT03M,10,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0032300006
ACTIVE,2,1631096,1,1,1,0,1,0,0,0,0,1,0,0,2,2,13,PT07M05.00S,PT07M,26,13,2,0,0,0,2,0,2,1,0,0,1,0,0,0032300006
ACTIVE,3,1631117,1,0,1,0,0,0,2,2,0,0,0,0,0,0,4,PT03M27.00S,PT03M,10,6,4,0,4,0,0,1,1,0,0,0,0,2,2,0032300006
ACTIVE,4,1631097,1,1,1,2,0,0,3,1,0,1,0,0,2,2,13,PT07M05.00S,PT07M,26,13,4,0,2,2,0,0,0,1,1,0,0,2,1,0032300006
